web-scraper-order,web-scraper-start-url,Link,Link-href,name,price,capacity,type,frequency,latency,image-src
"1698055350-256","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/543139-pamiec-ram-ddr4-patriot-16gb-1x16gb-3000mhz-cl16-viper-steel.html","Patriot 16GB (1x16GB) 3000MHz CL16 Viper Steel","169,00 zł","16 GB","DDR4","3000 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/2/pr_2019_2_1_13_8_6_779_00.jpg"
"1698055357-257","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/545494-pamiec-ram-ddr4-patriot-16gb-1x16gb-3200mhz-cl16-viper-steel.html","Patriot 16GB (1x16GB) 3200MHz CL16 Viper Steel","189,00 zł","16 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/2/pr_2019_2_1_13_8_6_779_00.jpg"
"1698055363-258","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/599549-pamiec-ram-ddr4-gskill-16gb-2x8gb-3600mhz-cl16-ripjaws-v.html","G.SKILL 16GB (2x8GB) 3600MHz CL16 Ripjaws V","279,00 zł","16 GB","DDR4","3600 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2017/7/pr_2017_7_25_8_19_38_351.jpg"
"1698055371-259","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/624281-pamiec-ram-ddr4-corsair-32gb-2x16gb-3200mhz-cl-16-vengeance-rgb-pro-sl.html","Corsair 32GB (2x16GB) 3200MHz CL 16 Vengeance RGB PRO SL","389,00 zł","32 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/1/pr_2021_1_21_10_51_36_175_00.jpg"
"1698055377-260","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/647659-pamiec-ram-ddr4-patriot-64gb-2x32gb-3600mhz-cl18-viper-steel.html","Patriot 64GB (2x32GB) 3600MHz CL18 Viper Steel","689,00 zł","64 GB","DDR4","3600 MHz","CL 18","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/4/pr_2021_4_27_14_7_44_679_03.jpg"
"1698055382-261","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/658952-pamiec-ram-ddr4-patriot-16gb-2x8gb-2666mhz-cl16-viper-elite-ii.html","Patriot 16GB (2x8GB) 2666MHz CL16 Viper Elite II","199,00 zł","16 GB","DDR4","2666 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/6/pr_2021_6_9_9_15_3_517_00.jpg"
"1698055393-262","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/667528-pamiec-ram-ddr4-kingston-fury-32gb-1x32gb-3600mhz-cl18-beast-black.html","Kingston FURY 32GB (1x32GB) 3600MHz CL18 Beast Black","399,00 zł","32 GB","DDR4","3600 MHz","CL 18","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/7/pr_2021_7_7_14_9_37_715_02.jpg"
"1698055400-263","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/667605-pamiec-ram-ddr4-kingston-fury-16gb-2x8gb-2666mhz-cl16-beast-rgb.html","Kingston FURY 16GB (2x8GB) 2666MHz CL16 Beast RGB","279,00 zł","16 GB","DDR4","2666 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/7/pr_2021_7_9_14_28_8_356_02.jpg"
"1698055406-264","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/668383-pamiec-ram-ddr4-kingston-fury-16gb-2x8gb-3600mhz-cl16-renegade-rgb.html","Kingston FURY 16GB (2x8GB) 3600MHz CL16 Renegade RGB","309,00 zł","16 GB","DDR4","3600 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/7/pr_2021_7_13_14_30_56_82_02.jpg"
"1698055413-265","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/747572-pamiec-ram-ddr4-corsair-16gb-2x8gb-3200mhz-cl16-vengeance-rgb-rs.html","Corsair 16GB (2x8GB) 3200MHz CL16 Vengeance RGB RS","249,00 zł","16 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/5/pr_2022_5_12_14_48_4_763_03.jpg"
"1698055418-266","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1053949-pamiec-ram-ddr4-goodram-16gb-1x16gb-3600mhz-cl18-irdm-pro-white.html","GOODRAM 16GB (1x16GB) 3600MHz CL18 IRDM PRO White","169,00 zł","16 GB","DDR4","3600 MHz","CL 18","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/7/pr_2022_7_5_8_27_37_203_00.jpg"
"1698055425-267","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1067770-pamiec-ram-ddr5-kingston-fury-64gb-2x32gb-4800mhz-cl38-beast-black.html","Kingston FURY 64GB (2x32GB) 4800MHz CL38 Beast Black","1 059,00 zł","64 GB","DDR5","4800 MHz","CL 38","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/10/pr_2021_10_29_8_56_21_646_02.jpg"
"1698055430-268","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1102380-pamiec-ram-ddr5-corsair-64gb-2x32gb-6000mhz-cl40-vengeance-rgb.html","Corsair 64GB (2x32GB) 6000MHz CL40 Vengeance RGB","1 059,00 zł","64 GB","DDR5","6000 MHz","CL 40","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_21_6_49_52_778_02.jpg"
"1698055436-269","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1116206-pamiec-ram-ddr5-kingston-fury-64gb-2x32gb-6000mhz-cl40-beast-black-xmp.html","Kingston FURY 64GB (2x32GB) 6000MHz CL40 Beast Black XMP","1 029,00 zł","64 GB","DDR5","6000 MHz","CL 40","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/3/pr_2023_3_6_15_13_18_988_00.jpg"
"1698055442-270","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1182221-pamiec-ram-ddr5-goodram-32gb-2x16gb-5600mhz-cl30-irdm-black-v-silver.html","GOODRAM  32GB (2x16GB) 5600MHz CL30 IRDM BLACK V SILVER","539,00 zł","32 GB","DDR5","5600 MHz","CL 30","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/9/pr_2023_9_22_8_53_46_748_00.jpg"
"1698055449-271","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/258004-pamiec-ram-ddr4-corsair-16gb-2x8gb-3000mhz-cl15-vengeance-lpx-black.html","Corsair 16GB (2x8GB) 3000MHz CL15  Vengeance LPX Black","239,00 zł","16 GB","DDR4","3000 MHz","CL 15","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2017/7/pr_2017_7_21_9_18_57_406.jpg"
"1698055453-272","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/612981-pamiec-ram-ddr4-crucial-16gb-1x16gb-3200mhz.html","Crucial 16GB (1x16GB) 3200MHz","189,00 zł","16 GB","DDR4","3200 MHz","CL 22","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2020/12/pr_2020_12_11_14_34_16_258_00.jpg"
"1698055459-273","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/624128-pamiec-ram-ddr4-corsair-16gb-2x8gb-3600mhz-cl18-vengeance-rgb-pro-sl.html","Corsair 16GB (2x8GB) 3600MHz CL18 Vengeance RGB PRO SL","269,00 zł","16 GB","DDR4","3600 MHz","CL 18","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/1/pr_2021_1_21_9_59_47_690_00.jpg"
"1698055466-274","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/667529-pamiec-ram-ddr4-kingston-fury-64gb-2x32gb-3600mhz-cl18-beast-black.html","Kingston FURY 64GB (2x32GB) 3600MHz CL18 Beast Black","769,00 zł","64 GB","DDR4","3600 MHz","CL 18","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/7/pr_2021_7_7_14_16_12_451_02.jpg"
"1698055473-275","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/668090-pamiec-ram-ddr4-kingston-fury-16gb-1x16gb-3600mhz-cl16-renegade-black.html","Kingston FURY 16GB (1x16GB) 3600MHz CL16 Renegade Black","199,00 zł","16 GB","DDR4","3600 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/7/pr_2021_7_12_12_21_9_734_02.jpg"
"1698055480-276","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/693351-pamiec-ram-ddr5-kingston-fury-32gb-2x16gb-4800mhz-cl38-beast-black.html","Kingston FURY 32GB (2x16GB) 4800MHz CL38 Beast Black","569,00 zł","32 GB","DDR5","4800 MHz","CL 38","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/10/pr_2021_10_29_8_58_54_308_02.jpg"
"1698055485-277","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/693357-pamiec-ram-ddr5-kingston-fury-16gb-1x16gb-4800mhz-cl40.html","Kingston FURY 16GB (1x16GB) 4800MHz CL40","209,00 zł","16 GB","DDR5","4800 MHz","CL 40","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/10/pr_2021_10_29_13_34_22_744_00.jpg"
"1698055493-278","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/716583-pamiec-ram-ddr5-gskill-32gb-2x16gb-5600mhz-cl40-trident-z5-rgb.html","G.SKILL 32GB (2x16GB) 5600MHz CL40 Trident Z5 RGB","589,00 zł","32 GB","DDR5","5600 MHz","CL 40","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/1/pr_2022_1_27_14_23_39_718_01.jpg"
"1698055498-279","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1053947-pamiec-ram-ddr4-goodram-8gb-1x8gb-3600mhz-cl18-crimson-white.html","GOODRAM 8GB (1x8GB) 3600MHz CL18 Crimson White","99,00 zł","8 GB","DDR4","3600 MHz","CL 18","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/7/pr_2022_7_5_8_27_55_28_00.jpg"
"1698055504-280","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1139146-pamiec-ram-ddr5-patriot-32gb-2x16gb-6400mhz-cl32-viper-venom.html","Patriot 32GB (2x16GB) 6400MHz CL32 VIPER VENOM","559,00 zł","32 GB","DDR5","6400 MHz","CL 32","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/6/pr_2023_6_22_14_20_39_480_00.jpg"
"1698055512-281","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/257991-pamiec-ram-ddr4-corsair-8gb-1x8gb-2666mhz-cl16-vengeance-lpx-black.html","Corsair 8GB (1x8GB) 2666MHz CL16 Vengeance LPX Black","99,00 zł","8 GB","DDR4","2666 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2017/7/pr_2017_7_21_12_47_2_64.jpg"
"1698055518-282","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/445920-pamiec-ram-ddr4-corsair-32gb-2x16gb-3000mhz-cl16-vengeance-lpx-black.html","Corsair 32GB (2x16GB) 3000MHz CL16 Vengeance LPX Black","369,00 zł","32 GB","DDR4","3000 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/4/pr_2022_4_12_13_58_30_459_00.jpg"
"1698055525-283","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/446954-pamiec-ram-ddr4-corsair-16gb-2x8gb-3000mhz-cl16-vengeance-lpx-black.html","Corsair 16GB (2x8GB) 3000MHz CL16 Vengeance LPX Black","219,00 zł","16 GB","DDR4","3000 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2017/7/pr_2017_7_21_9_18_57_406.jpg"
"1698055530-284","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/716582-pamiec-ram-ddr5-gskill-32gb2x16gb-6000mhz-cl36-trident-z5.html","G.SKILL 32GB(2x16GB) 6000MHz CL36 Trident Z5","579,00 zł","32 GB","DDR5","6000 MHz","CL 36","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/1/pr_2022_1_27_14_18_40_913_01.jpg"
"1698055537-285","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1076683-pamiec-ram-ddr5-adata-32gb-2x16gb-6000mhz-cl40-xpg-lancer.html","ADATA 32GB (2x16GB) 6000MHz CL40 XPG Lancer","489,00 zł","32 GB","DDR5","6000 MHz","CL 40","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/1/pr_2022_1_4_14_41_34_452_00.jpg"
"1698055544-286","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1102378-pamiec-ram-ddr5-corsair-64gb-2x32gb-6000mhz-cl40-vengeance-amd-expo.html","Corsair 64GB (2x32GB) 6000MHz CL40 Vengeance AMD Expo","899,00 zł","64 GB","DDR5","6000 MHz","CL 40","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_21_7_10_52_510_01.jpg"
"1698055555-287","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1105881-pamiec-ram-ddr4-patriot-32gb-2x16gb-3600mhz-cl18-viper-4.html","Patriot 32GB (2x16GB) 3600MHz CL18 Viper 4","349,00 zł","32 GB","DDR4","3600 MHz","CL 18","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2019/2/pr_2019_2_13_11_20_54_936_00.jpg"
"1698055561-288","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/258002-pamiec-ram-ddr4-corsair-16gb-2x8gb-2666mhz-cl16-vengeance-lpx-black.html","Corsair 16GB (2x8GB) 2666MHz CL16 Vengeance LPX Black","209,00 zł","16 GB","DDR4","2666 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2017/7/pr_2017_7_21_9_16_53_701.jpg"
"1698055568-289","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/327764-pamiec-ram-ddr4-corsair-8gb-1x8gb-2133mhz-cl15-valueselect.html","Corsair 8GB (1x8GB) 2133MHz CL15  ValueSelect","109,00 zł","8 GB","DDR4","2133 MHz","CL 15","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2017/7/pr_2017_7_21_12_40_2_621.jpg"
"1698055576-290","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/577263-pamiec-ram-ddr4-gskill-8gb-1x8gb-3200mhz-cl16-aegis.html","G.SKILL 8GB (1x8GB) 3200MHz CL16 Aegis","99,00 zł","8 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2017/7/pr_2017_7_25_8_27_34_631.jpg"
"1698055581-291","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/624125-pamiec-ram-ddr4-corsair-32gb-2x16gb-3200mhz-cl16-vengeance-rgb-pro-sl.html","Corsair 32GB (2x16GB) 3200MHz CL16 Vengeance RGB PRO SL","399,00 zł","32 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/1/pr_2021_1_21_9_59_47_690_00.jpg"
"1698055585-292","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/663071-pamiec-ram-ddr4-patriot-16gb-1x16gb-3200mhz-cl22-signature.html","Patriot 16GB (1x16GB) 3200MHz CL22 Signature","149,00 zł","16 GB","DDR4","3200 MHz","CL 22","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/7/pr_2021_7_14_13_13_32_586_02.jpg"
"1698055592-293","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/693353-pamiec-ram-ddr5-kingston-fury-16gb-1x16gb-5200mhz-cl40-beast-black.html","Kingston FURY 16GB (1x16GB) 5200MHz CL40 Beast Black","309,00 zł","16 GB","DDR5","5200 MHz","CL 40","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/10/pr_2021_10_29_8_47_48_807_02.jpg"
"1698055597-294","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/723293-pamiec-ram-ddr4-adata-16gb-2x8gb-4133mhz-cl19-spectrix-d60g-rgb.html","ADATA 16GB (2x8GB) 4133MHz CL19 Spectrix D60G RGB","279,00 zł","16 GB","DDR4","4133 MHz","CL 19","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/1/pr_2022_1_12_16_2_16_922_02.jpg"
"1698055605-295","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/258010-pamiec-ram-ddr4-corsair-32gb-2x16gb-2666mhz-cl16-vengeance-lpx-black.html","Corsair 32GB (2x16GB) 2666MHz CL16 Vengeance LPX Black","349,00 zł","32 GB","DDR4","2666 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2017/7/pr_2017_7_21_10_56_17_541.jpg"
"1698055610-296","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/593702-pamiec-ram-ddr4-gskill-32gb-2x16gb-3200mhz-cl16-trident-z-rgb.html","G.SKILL 32GB (2x16GB) 3200MHz CL16 Trident Z RGB","489,00 zł","32 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2017/7/pr_2017_7_25_9_10_11_472.jpg"
"1698055616-297","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/624298-pamiec-ram-ddr4-corsair-16gb-2x8gb-3200mhz-cl16-vengeance-rgb-pro-sl.html","Corsair 16GB (2x8GB) 3200MHz CL16 Vengeance RGB PRO SL","239,00 zł","16 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/1/pr_2021_1_21_10_58_15_63_00.jpg"
"1698055621-298","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/667291-pamiec-ram-ddr4-kingston-fury-16gb-1x16gb-3200mhz-cl16-beast-black.html","Kingston FURY 16GB (1x16GB) 3200MHz CL16 Beast Black","209,00 zł","16 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/7/pr_2021_7_7_14_9_37_715_02.jpg"
"1698055627-299","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/667555-pamiec-ram-ddr4-kingston-fury-16gb-2x8gb-3733mhz-cl19-beast-black.html","Kingston FURY 16GB (2x8GB) 3733MHz CL19 Beast Black","249,00 zł","16 GB","DDR4","3733 MHz","CL 19","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/7/pr_2021_7_7_14_16_12_451_02.jpg"
"1698055638-300","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/667811-pamiec-ram-ddr4-kingston-fury-32gb-1x32gb-3200mhz-cl16-beast-rgb.html","Kingston FURY 32GB (1x32GB) 3200MHz CL16 Beast RGB","369,00 zł","32 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/7/pr_2021_7_9_14_25_20_528_02.jpg"
"1698055644-301","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/1116791-pamiec-ram-ddr5-corsair-64gb-2x32gb-6200mhz-cl32-vengeance.html","Corsair 64GB (2x32GB) 6200MHz CL32 Vengeance","1 069,00 zł","64 GB","DDR5","6200 MHz","CL 32","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/1/pr_2022_1_4_8_18_54_958_00.jpg"
"1698055650-302","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/74442-pamiec-ram-ddr3-patriot-4gb-1x4gb-1600mhz-signature-cl11.html","Patriot 4GB (1x4GB) 1600MHz Signature CL11","75,99 zł","4 GB","DDR3","1600 MHz","CL 11","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2017/7/pr_2017_7_24_13_46_55_286.jpg"
"1698055660-303","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/116491-pamiec-ram-ddr3-patriot-16gb-2x8gb-1600mhz-cl10-viper-3.html","Patriot 16GB (2x8GB) 1600MHz CL10 Viper 3","219,00 zł","16 GB","DDR3","1600 MHz","CL 10","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2017/7/pr_2017_7_24_13_43_55_536.jpg"
"1698055666-304","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/360150-pamiec-ram-ddr4-gskill-8gb-1x8gb-3000mhz-cl16-aegis.html","G.SKILL 8GB (1x8GB) 3000MHz CL16 Aegis","99,00 zł","8 GB","DDR4","3000 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2017/7/pr_2017_7_25_8_27_34_631.jpg"
"1698055675-305","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/624120-pamiec-ram-ddr4-corsair-32gb-2x16gb-3600mhz-cl18-vengeance-rgb-pro-sl.html","Corsair 32GB (2x16GB) 3600MHz CL18 Vengeance RGB PRO SL","429,00 zł","32 GB","DDR4","3600 MHz","CL 18","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/1/pr_2021_1_21_9_59_47_690_00.jpg"
"1698055681-306","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/667495-pamiec-ram-ddr4-kingston-fury-128gb-4x32gb-3200mhz-cl16-beast-black.html","Kingston FURY 128GB (4x32GB) 3200MHz CL16 Beast Black","1 429,00 zł","128 GB","DDR4","3200 MHz","CL 16","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/7/pr_2021_7_7_14_35_58_101_02.jpg"
"1698055690-307","https://www.x-kom.pl/g-5/c/28-pamieci-ram.html?f1795-rodzaj-pamieci=293503-dimm&hide_unavailable=1","","https://www.x-kom.pl/p/667514-pamiec-ram-ddr4-kingston-fury-8gb-1x8gb-3600mhz-cl17-beast-black.html","Kingston FURY 8GB (1x8GB) 3600MHz CL17  Beast Black","99,00 zł","8 GB","DDR4","3600 MHz","CL 17","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2021/7/pr_2021_7_7_14_9_37_715_02.jpg"
