web-scraper-order,web-scraper-start-url,link,link-href,name,price,diagonal,resolution,matrix,image-src
"1698055616-238","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1165837-monitor-led-32-i-wiekszy-lg-ultrawide-34wr50qc-b.html","LG UltraWide 34WR50QC-B","1 399,00 zł","34""","3440 x 1440","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_7_15_49_43_995_00.jpg"
"1698055620-239","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1166462-monitor-led-27-dell-p2723qe-5y.html","Dell P2723QE/5Y","2 049,00 zł","27""","3840 x 2160","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_8_13_20_27_985_00.jpg"
"1698055626-240","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1166463-monitor-led-27-dell-p2723d.html","Dell P2723D","1 359,00 zł","27""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2022/12/pr_2022_12_8_10_53_31_841_00.jpg"
"1698055630-241","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1166516-monitor-led-24-eizo-flexscan-ev2490-bk.html","Eizo FlexScan EV2490-BK","1 949,00 zł","23,8""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_11_11_25_42_812_00.jpg"
"1698055636-242","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1166518-monitor-led-24-eizo-flexscan-ev2490-wt.html","Eizo FlexScan EV2490-WT","1 999,00 zł","23,8""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_11_11_43_7_565_00.jpg"
"1698055641-243","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1166519-monitor-led-24-eizo-coloredge-cs2400r-colornavigator.html","Eizo ColorEdge CS2400R ColorNavigator","3 149,00 zł","24,1""","1920 x 1200","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_11_15_23_57_431_00.jpg"
"1698055648-244","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1166520-monitor-led-24-eizo-coloredge-cs2400s-colornavigator.html","Eizo ColorEdge CS2400S ColorNavigator","4 199,00 zł","24,1""","1920 x 1200","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_11_13_27_10_593_00.jpg"
"1698055655-245","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1166527-monitor-led-27-eizo-flexscan-ev2781-bk.html","Eizo FlexScan EV2781-BK","2 689,00 zł","27""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_11_10_56_14_194_00.jpg"
"1698055661-246","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1166530-monitor-led-27-eizo-flexscan-ev2740x-wt.html","Eizo FlexScan EV2740X-WT","5 399,00 zł","27""","3840 x 2160","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_11_11_53_17_81_00.jpg"
"1698055665-247","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1166533-monitor-led-27-eizo-coloredge-cg2700s-colornavigator.html","Eizo ColorEdge CG2700S ColorNavigator","10 699,00 zł","27""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_11_15_44_1_566_00.jpg"
"1698055671-248","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1166535-monitor-led-32-i-wiekszy-eizo-flexscan-ev3240x-wt.html","Eizo FlexScan EV3240X-WT","7 099,00 zł","31,5""","3840 x 2160","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_11_12_59_31_201_00.jpg"
"1698055680-249","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1166536-monitor-led-32-i-wiekszy-eizo-flexscan-ev3240x-bk.html","Eizo FlexScan EV3240X-BK","7 099,00 zł","31,5""","3840 x 2160","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_11_12_45_15_868_00.jpg"
"1698055687-250","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1166575-monitor-led-32-i-wiekszy-avtek-touchscreen-7-lite-86.html","Avtek TouchScreen 7 Lite 86","16 999,00 zł","86""","3840 x 2160","LED","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_14_11_52_50_508_00.jpg"
"1698055693-251","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1166577-monitor-led-32-i-wiekszy-avtek-touchscreen-6-connect-86.html","Avtek TouchScreen 6 Connect 86","17 999,00 zł","86""","3840 x 2160","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_14_10_50_45_713_00.jpg"
"1698055699-252","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1166578-monitor-led-32-i-wiekszy-avtek-touchscreen-6-connect-98.html","Avtek TouchScreen 6 Connect 98","39 999,00 zł","98""","3840 x 2160","LED","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_14_12_39_59_574_00.jpg"
"1698055705-253","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1166579-monitor-led-32-i-wiekszy-avtek-touchscreen-6-connect-86.html","Avtek TouchScreen 6 Connect+ 86","24 599,00 zł","86""","3840 x 2160","LED","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_14_10_2_56_965_00.jpg"
"1698055710-254","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1166580-monitor-led-32-i-wiekszy-avtek-touchscreen-7-easy-55.html","Avtek TouchScreen 7 Easy 55","5 499,00 zł","55""","3840 x 2160","LED","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_14_11_28_11_142_00.jpg"
"1698055717-255","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1166581-monitor-led-32-i-wiekszy-avtek-touchscreen-7-easy-65.html","Avtek TouchScreen 7 Easy 65","6 999,00 zł","65""","3840 x 2160","LED","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_14_11_28_11_142_00.jpg"
"1698055721-256","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1166582-monitor-led-32-i-wiekszy-avtek-touchscreen-7-easy-75.html","Avtek TouchScreen 7 Easy 75","9 499,00 zł","75""","3840 x 2160","LED","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_14_11_28_11_142_00.jpg"
"1698055725-257","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1169473-monitor-led-21-i-mniejszy-philips-222b1tfl-00-dotykowy.html","Philips 222B1TFL/00 dotykowy","1 939,00 zł","21,5""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_22_14_19_34_171_00.jpg"
"1698055733-258","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1169479-monitor-led-24-philips-243b9h-00.html","Philips 243B9H/00","889,00 zł","23,8""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_22_12_21_10_823_00.jpg"
"1698055740-259","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1169480-monitor-led-24-philips-243s1-00.html","Philips 243S1/00","1 119,00 zł","23,8""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_23_8_28_16_170_00.jpg"
"1698055745-260","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1169481-monitor-led-24-philips-246b1-00.html","Philips 246B1/00","1 089,00 zł","23,8""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_22_14_19_37_146_00.jpg"
"1698055751-261","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1169482-monitor-led-24-philips-24e1n3300a-00.html","Philips 24E1N3300A/00","729,00 zł","23,8""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_22_10_19_30_513_00.jpg"
"1698055758-262","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1169484-monitor-led-24-philips-24e1n5300he-00.html","Philips 24E1N5300HE/00","1 019,00 zł","23,8""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_22_15_52_38_266_00.jpg"
"1698055765-263","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1169487-monitor-led-24-philips-evnia-24m1n3200zs-00.html","Philips Evnia 24M1N3200ZS/00","689,00 zł","23,8""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_22_13_3_12_966_00.jpg"
"1698055772-264","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1169488-monitor-led-27-philips-272s1m-00.html","Philips 272S1M/00","829,00 zł","27""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_22_13_49_21_275_00.jpg"
"1698055778-265","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1169489-monitor-led-27-philips-272s1mh-00.html","Philips 272S1MH/00","1 019,00 zł","27""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_22_13_15_1_639_00.jpg"
"1698055785-266","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1169491-monitor-led-27-philips-276b9h-00.html","Philips 276B9H/00","1 349,00 zł","27""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_22_14_30_48_206_00.jpg"
"1698055790-267","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1169493-monitor-led-27-philips-momentum-279m1rv-00.html","Philips Momentum 279M1RV/00","3 749,00 zł","27""","3840 x 2160","LED, Nano IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_22_15_10_34_666_00.jpg"
"1698055800-268","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1169497-monitor-led-27-philips-27e1n5300ae-00.html","Philips 27E1N5300AE/00","809,00 zł","27""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_22_13_19_48_493_00.jpg"
"1698055810-269","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1169499-monitor-led-27-philips-27e1n5600he-00.html","Philips 27E1N5600HE/00","1 249,00 zł","27""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_22_13_53_12_225_00.jpg"
"1698055817-270","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1169506-monitor-led-27-philips-273s1-00.html","Philips 273S1/00","869,00 zł","27""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_22_13_59_23_225_00.jpg"
"1698055823-271","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1169514-monitor-led-32-i-wiekszy-philips-40b1u5601h-00.html","Philips 40B1U5601H/00","2 809,00 zł","40""","3440 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_22_12_49_35_720_00.jpg"
"1698055829-272","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1169529-monitor-led-21-i-mniejszy-aoc-i1601p.html","AOC I1601P","889,00 zł","15,6""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_23_11_24_0_92_00.jpg"
"1698055836-273","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1169538-monitor-led-24-aoc-24v5cw-bk.html","AOC 24V5CW/BK","919,00 zł","23,8""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_23_9_44_51_678_00.jpg"
"1698055841-274","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1169541-monitor-led-24-aoc-24p3cv.html","AOC 24P3CV","949,00 zł","23,8""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_23_12_4_47_154_00.jpg"
"1698055848-275","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1169545-monitor-led-27-aoc-27b2dm.html","AOC 27B2DM","519,00 zł","21,5""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_23_10_48_52_137_00.jpg"
"1698055853-276","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1169546-monitor-led-27-aoc-27b2qam.html","AOC 27B2QAM","539,00 zł","27""","1920 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_23_9_35_55_38_00.jpg"
"1698055859-277","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1169552-monitor-led-27-aoc-agon-ag274qxm.html","AOC AGON AG274QXM","4 139,00 zł","27""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_23_11_34_36_144_00.jpg"
"1698055865-278","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1169575-monitor-led-27-aoc-27e3qaf.html","AOC 27E3QAF","709,00 zł","27""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_24_9_32_2_248_00.jpg"
"1698055871-279","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1169578-monitor-led-32-i-wiekszy-aoc-q32p2ca.html","AOC Q32P2CA","1 189,00 zł","31,5""","2560 x 1440","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_23_12_57_1_463_00.jpg"
"1698055879-280","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1169581-monitor-led-32-i-wiekszy-aoc-agon-pro-q32v5ce-bk.html","AOC AGON PRO Q32V5CE/BK","1 249,00 zł","31,5""","2560 x 1440","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_23_12_48_5_405_00.jpg"
"1698055887-281","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1169584-monitor-led-32-i-wiekszy-aoc-agon-ag325qzn-eu.html","AOC AGON AG325QZN/EU","2 119,00 zł","31,5""","2560 x 1440","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_23_12_34_57_908_00.jpg"
"1698055892-282","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1169587-monitor-led-32-i-wiekszy-aoc-cu34p3cv.html","AOC CU34P3CV","1 699,00 zł","34""","3440 x 1440","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_23_10_39_55_459_00.jpg"
"1698055899-283","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1169591-monitor-led-32-i-wiekszy-aoc-agon-ag493qcx.html","AOC AGON AG493QCX","3 489,00 zł","48,8""","3840 x 1080","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/8/pr_2023_8_23_11_0_48_39_00.jpg"
"1698055903-284","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1170359-monitor-led-27-sony-inzone-m3-ps5-digital-inzone-h3.html","Sony INZONE M3 + PS5 Digital + INZONE H3","5 899,00 zł","27""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/9/pr_2023_9_18_14_56_17_227_00.jpg"
"1698055909-285","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1170366-monitor-led-27-sony-inzone-m9-ps5-inzone-h9.html","Sony INZONE M9 + PS5 + INZONE H9","9 199,00 zł","27""","3840 x 2160","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/9/pr_2023_9_20_12_16_9_871_00.jpg"
"1698055916-286","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1177664-monitor-led-22-iiyama-t2252msc-w2-dotykowy.html","iiyama T2252MSC-W2 dotykowy","1 519,00 zł","21,5""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/9/pr_2023_9_14_8_17_24_389_00.jpg"
"1698055922-287","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1177667-monitor-led-22-iiyama-t2255msc-b1-dotykowy.html","iiyama T2255MSC-B1 dotykowy","1 559,00 zł","21,5""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/9/pr_2023_9_14_9_22_1_45_00.jpg"
"1698055930-288","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1177678-monitor-led-24-iiyama-t2336msc-b3-dotykowy.html","iiyama T2336MSC-B3 dotykowy","1 809,00 zł","23""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/9/pr_2023_9_19_6_46_36_679_00.jpg"
"1698055938-289","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1177687-monitor-led-22-iiyama-t2234msc-b1s-dotykowy.html","iiyama T2234MSC-B1S dotykowy","2 939,00 zł","21,5""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/9/pr_2023_9_19_8_56_59_857_00.jpg"
"1698055943-290","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1177692-monitor-led-21-i-mniejszy-iiyama-t1531sr-b6-b-dotykowy.html","iiyama T1531SR-B6 B dotykowy","1 429,00 zł","15""","1024 x 768","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/9/pr_2023_9_18_13_20_29_647_00.jpg"
"1698055950-291","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1177693-monitor-led-21-i-mniejszy-iiyama-t1531sr-b1s-dotykowy.html","iiyama T1531SR-B1S dotykowy","1 899,00 zł","15""","1024 x 768","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/9/pr_2023_9_18_15_33_55_809_00.jpg"
"1698055957-292","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1177698-monitor-led-21-i-mniejszy-iiyama-t1931sr-b6-b-dotykowy.html","iiyama T1931SR-B6 B dotykowy","2 339,00 zł","19""","1280 x 1024","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/9/pr_2023_9_19_12_28_43_80_00.jpg"
"1698055966-293","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1177702-monitor-led-21-i-mniejszy-iiyama-t1633mc-b1-dotykowy.html","iiyama T1633MC-B1 dotykowy","2 119,00 zł","15,6""","1366 x 768","LED, TN","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/9/pr_2023_9_19_9_47_53_842_00.jpg"
"1698055973-294","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1177708-monitor-led-21-i-mniejszy-iiyama-t1624msc-b1-dotykowy.html","iiyama T1624MSC-B1 dotykowy","1 909,00 zł","15,6""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/9/pr_2023_9_19_12_0_55_868_00.jpg"
"1698055979-295","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1177721-monitor-led-21-i-mniejszy-iiyama-tw1023asc-b1p-dotykowy.html","iiyama TW1023ASC-B1P dotykowy","1 349,00 zł","10,1""","1280 x 800","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/9/pr_2023_9_19_14_0_41_405_00.jpg"
"1698055989-296","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1177722-monitor-led-21-i-mniejszy-iiyama-tw1523as-b1p-dotykowy.html","iiyama TW1523AS-B1P dotykowy","1 909,00 zł","15,6""","1920 x 1080","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/9/pr_2023_9_19_14_24_36_806_00.jpg"
"1698055998-297","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1177729-monitor-led-32-i-wiekszy-iiyama-te9812mis-b1ag-x-dotykowy.html","iiyama TE9812MIS-B1AG X dotykowy","22 199,00 zł","97,5""","3840 x 2160","LED, IPS","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/9/pr_2023_9_20_8_15_16_459_00.jpg"
"1698056005-298","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1177730-monitor-led-32-i-wiekszy-iiyama-te6514mis-b1ag-x-dotykowy.html","iiyama TE6514MIS-B1AG X dotykowy","8 439,00 zł","65""","3840 x 2160","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/9/pr_2023_9_19_13_34_47_430_00.jpg"
"1698056013-299","https://www.x-kom.pl/g-6/c/15-monitory.html?hide_unavailable=1","","https://www.x-kom.pl/p/1177731-monitor-led-32-i-wiekszy-iiyama-te7514mis-b1ag-x-dotykowy.html","iiyama TE7514MIS-B1AG X dotykowy","10 259,00 zł","75""","3840 x 2160","LED, VA","https://cdn.x-kom.pl/i/setup/images/prod/big/product-new-big,,2023/9/pr_2023_9_20_7_25_5_644_00.jpg"
